,name,company,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
188,Mahindra KUV 100 mFALCON G80 K8,Mahindra,2016,15000.0,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,450000.0
189,Tata Zest Quadrajet 1.3 75PS XM,Tata,2017,90000.0,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,490000.0
190,Honda City 1.5 S MT,Honda,2009,47000.0,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0,345000.0
191,Maruti Zen LXI,Maruti,2005,90000.0,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5.0,85000.0
192,Maruti Wagon R VXI BS IV with ABS,Maruti,2010,120600.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,215000.0
193,Hyundai Verna Transform SX VTVT,Hyundai,2010,100000.0,Petrol,Individual,Manual,Third Owner,16.2,1599.0,103.2,5.0,320000.0
194,Maruti Swift Dzire VXI,Maruti,2016,60000.0,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,459999.0
195,Hyundai Getz GLS,Hyundai,2005,86000.0,Petrol,Individual,Manual,First Owner,15.3,1341.0,83.0,5.0,65000.0
196,Hyundai Elite i20 Sportz Plus BSIV,Hyundai,2020,5000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,720000.0
197,Maruti Ciaz 1.3 Alpha,Maruti,2017,37000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,800000.0
198,Tata Tigor 1.2 Revotron XZ,Tata,2019,14000.0,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,520000.0
199,Maruti Ertiga VDI,Maruti,2015,70000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,580000.0
200,Toyota Etios GD,Toyota,2012,120000.0,Diesel,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,235000.0
201,Honda City i VTEC S,Honda,2015,50000.0,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,600000.0
202,Honda Brio S MT,Honda,2014,60000.0,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0,290000.0
203,Maruti Wagon R LXI CNG,Maruti,2016,50000.0,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,360000.0
204,Maruti Swift Dzire VXI,Maruti,2017,50000.0,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,550000.0
205,Hyundai i20 Sportz 1.2,Hyundai,2013,70000.0,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,375000.0
206,Maruti Omni E 8 Str STD,Maruti,2003,90000.0,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.0,5.0,40000.0
207,Maruti Wagon R AMT VXI,Maruti,2018,35000.0,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,420000.0
208,Maruti Swift Dzire VXI 1.2,Maruti,2017,20000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,550000.0
209,Maruti Alto 800 LXI,Maruti,2018,20000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,270000.0
210,Maruti Swift Dzire AMT VXI BS IV,Maruti,2018,7800.0,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,700000.0
211,Maruti Swift VXI Optional,Maruti,2017,20000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,500000.0
212,Tata Hexa XE,Tata,2019,15000.0,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,1250000.0
213,Hyundai i20 Magna,Hyundai,2013,31377.0,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,320000.0
214,Maruti Swift Dzire VDI,Maruti,2018,50000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,700000.0
215,Maruti Wagon R VXI BS IV,Maruti,2015,60000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,290000.0
216,Toyota Corolla Altis 1.8 VL AT,Toyota,2012,100000.0,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5.0,550000.0
217,Honda Brio S MT,Honda,2012,60000.0,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,265000.0
218,Maruti Baleno Alpha Automatic,Maruti,2018,5000.0,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,830000.0
219,Tata Safari Storme EX,Tata,2017,60000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,800000.0
220,Maruti Alto LXi,Maruti,2011,25000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,160000.0
221,Renault KWID RXT,Renault,2018,30000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,335000.0
222,Datsun GO T BSIV,Datsun,2017,80000.0,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5.0,329000.0
223,Maruti Vitara Brezza VDi Option,Maruti,2017,75000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,775000.0
224,Hyundai Xcent 1.2 VTVT SX,Hyundai,2020,32000.0,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,524000.0
225,Maruti Alto 800 LXI,Maruti,2015,40000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,245000.0
226,Hyundai i20 1.2 Sportz,Hyundai,2012,93000.0,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5.0,275000.0
227,Tata Zest Revotron 1.2 XT,Tata,2018,60000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,520000.0
228,Maruti Swift 1.3 VXi,Maruti,2008,120000.0,Petrol,Individual,Manual,Second Owner,16.95,1498.0,97.7,5.0,130000.0
229,Nissan Sunny XL,Nissan,2014,37000.0,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,550000.0
230,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,Ford,2018,15000.0,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5.0,910000.0
231,Nissan Micra Active XV S,Nissan,2015,80000.0,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,300000.0
232,Maruti Wagon R LXI Optional,Maruti,2016,140000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,350000.0
233,Mahindra Ssangyong Rexton RX5,Mahindra,2013,70000.0,Diesel,Individual,Manual,First Owner,12.83,2696.0,162.0,7.0,900000.0
234,Mahindra Quanto C8,Mahindra,2013,120000.0,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7.0,300000.0
235,Maruti Ritz LDi,Maruti,2010,110000.0,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,250000.0
236,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,Hyundai,2017,37000.0,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,1100000.0
237,Renault KWID RXT,Renault,2016,44000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,270000.0
238,Maruti Ertiga VDI,Maruti,2015,80000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,640000.0
239,Mahindra XUV500 W4,Mahindra,2015,125000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,650000.0
240,Maruti Eeco 5 Seater AC BSIV,Maruti,2017,13500.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,409999.0
241,Hyundai Santro Xing GLS,Hyundai,2011,75000.0,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,165000.0
242,Hyundai Accent GLE,Hyundai,2007,120000.0,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0,80000.0
243,Mahindra XUV500 W8 2WD,Mahindra,2012,120000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,535000.0
244,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,Toyota,2013,70000.0,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.57,7.0,700000.0
245,Maruti Swift Dzire VDI,Maruti,2013,70000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,550000.0
246,Honda Amaze S CVT Petrol BSIV,Honda,2019,15000.0,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5.0,680000.0
247,Hyundai i10 Sportz 1.2,Hyundai,2009,53000.0,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,200000.0
248,Maruti Swift Dzire VDI,Maruti,2014,120000.0,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,500000.0
249,Maruti Ertiga SHVS ZDI Plus,Maruti,2016,70000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,1000000.0
250,Hyundai Getz 1.3 GVS,Hyundai,2008,120000.0,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5.0,110000.0
251,Hyundai i20 1.2 Magna,Hyundai,2012,100000.0,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5.0,320000.0
252,Tata Indica DLS,Tata,2005,110000.0,Diesel,Individual,Manual,Second Owner,20.4,1197.0,83.11,5.0,75000.0
253,Maruti Swift LXI Optional-O,Maruti,2015,100000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,350000.0
254,Tata Indica Vista TDI LS,Tata,2013,162500.0,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,170000.0
255,Hyundai i20 2015-2017 Asta 1.4 CRDi,Hyundai,2017,39000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,800000.0
256,Maruti Ignis 1.3 Alpha,Maruti,2017,75000.0,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5.0,500000.0
257,Tata Hexa XTA,Tata,2017,50000.0,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,1380000.0
258,Mahindra Marazzo M6 8Str,Mahindra,2019,40000.0,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8.0,1300000.0
259,Hyundai Verna 1.6 CRDI,Hyundai,2013,92500.0,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5.0,530000.0
260,Maruti Swift Dzire VDI,Maruti,2012,158000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,360000.0
261,Maruti Swift Dzire LDi,Maruti,2012,120000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,310000.0
262,Honda City i DTEC V,Honda,2015,50000.0,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,725000.0
263,Maruti Swift Dzire ZDi,Maruti,2012,110000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,340000.0
264,Hyundai Xcent 1.2 CRDi E,Hyundai,2017,2000.0,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5.0,550000.0
265,Toyota Fortuner 3.0 Diesel,Toyota,2011,181000.0,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,1150000.0
266,Tata Tiago 1.05 Revotorq XZ,Tata,2016,70000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,380000.0
267,Nissan Sunny XL AT Special Edition,Nissan,2013,90000.0,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5.0,350000.0
268,Hyundai Elite i20 Magna Plus BSIV,Hyundai,2019,2000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,610000.0
269,Maruti Swift Dzire VXI,Maruti,2015,20000.0,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,525000.0
270,Toyota Innova 2.5 GX 7 STR,Toyota,2011,120000.0,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,480000.0
271,Mahindra Thar CRDe,Mahindra,2017,35000.0,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,780000.0
272,Maruti Swift Dzire ZDi,Maruti,2012,193000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,320000.0
273,Maruti Swift 1.2 DLX (Only Delhi),Maruti,2014,80000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,375000.0
274,Datsun GO D Petrol,Datsun,2019,40000.0,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,300000.0
275,Hyundai i20 Asta 1.4 CRDi,Hyundai,2015,70000.0,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,500000.0
276,Mahindra Scorpio LX,Mahindra,2011,122358.0,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9.0,404000.0
277,Tata Sumo Gold EX BSIII,Tata,2015,75000.0,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7.0,500000.0
278,Tata Tiago Wizz 1.05 Revotorq,Tata,2017,120000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,350000.0
279,Tata Zest Revotron 1.2 XT,Tata,2015,40000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,380000.0
280,Hyundai Accent GLE,Hyundai,2008,95200.0,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,114999.0
281,Honda Brio Exclusive Edition,Honda,2014,33033.0,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,335000.0
282,Hyundai Grand i10 AT Asta,Hyundai,2015,63063.0,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,465000.0
283,Tata Manza Club Class Quadrajet90 LX,Tata,2012,60000.0,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,290000.0
284,Maruti Alto LX,Maruti,2005,45000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,110000.0
285,Tata New Safari DICOR 2.2 EX 4x2,Tata,2011,80000.0,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,450000.0
286,Mahindra Bolero SLE,Mahindra,2009,170000.0,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,400000.0
287,Mahindra Bolero DI DX 7 Seater,Mahindra,2007,207890.0,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,210000.0
288,Mercedes-Benz GL-Class 220d 4MATIC Sport,Mercedes-Benz,2018,7976.0,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5.0,4600000.0
289,Maruti Omni E MPI STD BS IV,Maruti,2016,35000.0,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,220000.0
290,Hyundai Grand i10 Sportz,Hyundai,2017,35000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,450000.0
291,Hyundai Grand i10 Sportz,Hyundai,2017,35000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,450000.0
292,Hyundai i10 Sportz AT,Hyundai,2013,50000.0,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,290000.0
293,Maruti Swift VXI Deca,Maruti,2016,20000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,520000.0
294,Hyundai i10 Sportz AT,Hyundai,2011,20000.0,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,265000.0
295,Maruti Swift VXI,Maruti,2012,50000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,330000.0
296,Maruti Swift VXI,Maruti,2012,50000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,330000.0
297,Mahindra Bolero 2011-2019 ZLX,Mahindra,2014,120000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,509999.0
298,Hyundai Verna 1.6 SX VTVT (O),Hyundai,2014,70000.0,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5.0,500000.0
299,Hyundai i20 Active 1.2,Hyundai,2015,50000.0,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,525000.0
300,Maruti Baleno Zeta,Maruti,2019,16500.0,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,675000.0
301,Hyundai i20 1.2 Asta,Hyundai,2010,70000.0,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,300000.0
302,Maruti Alto LXI,Maruti,2005,99361.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,90000.0
303,Maruti Swift Dzire VDI,Maruti,2017,25000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,650000.0
304,Maruti Swift Dzire VXI,Maruti,2014,70000.0,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,409000.0
305,Hyundai Grand i10 CRDi Sportz,Hyundai,2015,80000.0,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,395000.0
306,Maruti Swift 1.3 VXi,Maruti,2010,70000.0,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,215000.0
307,Maruti Swift Dzire VXI,Maruti,2014,70000.0,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,400000.0
308,Chevrolet Beat LS,Chevrolet,2012,60000.0,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,120000.0
309,Tata Tigor 1.2 Revotron XZA,Tata,2018,10000.0,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5.0,645000.0
310,Maruti 800 Std,Maruti,2006,80000.0,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,81000.0
311,Honda City i-DTEC VX,Honda,2017,30000.0,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,1300000.0
312,Honda City i-DTEC VX,Honda,2017,33000.0,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,1250000.0
313,Maruti Ertiga VXI,Maruti,2013,90000.0,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,535000.0
314,Nissan Terrano XV Premium 110 PS,Nissan,2014,80100.0,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5.0,555000.0
315,Honda City i VTEC VX,Honda,2014,120000.0,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,725000.0
316,Mahindra Willys CJ 3B 4X4,Mahindra,1983,10000.0,Diesel,Individual,Manual,Third Owner,25.17,799.0,53.3,5.0,300000.0
317,Renault KWID RXL,Renault,2016,40000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,229999.0
318,Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,2013,160000.0,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,800000.0
319,Maruti Wagon R VXI BS IV,Maruti,2017,47000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,409999.0
320,Hyundai Creta 1.4 CRDi S Plus,Hyundai,2018,25000.0,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,1210000.0
321,Tata Tiago 1.2 Revotron XZ,Tata,2017,26000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,400000.0
322,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2018,29000.0,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,520000.0
323,Maruti Baleno Zeta Automatic,Maruti,2016,50000.0,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,650000.0
324,Maruti Swift ZXI ABS,Maruti,2011,58000.0,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5.0,325000.0
325,Maruti Swift Dzire VXi AT,Maruti,2012,120000.0,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5.0,420000.0
326,Maruti Swift LXI Option,Maruti,2014,50000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,400000.0
327,Hyundai i20 1.2 Asta,Hyundai,2010,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,254999.0
328,Maruti Zen LXI,Maruti,2003,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,65000.0
329,Maruti Celerio LXI,Maruti,2017,36000.0,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,351000.0
330,Toyota Innova 2.5 V Diesel 8-seater,Toyota,2007,120000.0,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,404000.0
331,Maruti Ritz LDi,Maruti,2011,185000.0,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,185000.0
332,Nissan Micra Diesel XV,Nissan,2011,50000.0,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,250000.0
333,Maruti Zen LXI,Maruti,2002,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,60000.0
334,Hyundai Verna 1.6 SX VTVT (O),Hyundai,2013,50000.0,Petrol,Individual,Manual,Second Owner,17.1,1591.0,121.3,5.0,500000.0
335,Maruti Zen Estilo LXI BSIII,Maruti,2007,80000.0,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5.0,85000.0
336,Hyundai Santro Xing XL,Hyundai,2005,60000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,85000.0
337,Maruti Alto LX,Maruti,2005,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,85000.0
338,Maruti Swift Dzire ZDi,Maruti,2011,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,265000.0
339,Maruti A-Star Vxi,Maruti,2010,162000.0,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,130000.0
340,Maruti Ertiga VDI,Maruti,2013,110000.0,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,480000.0
341,Maruti Swift Ldi BSIII,Maruti,2008,120000.0,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,170000.0
342,Nissan Micra Diesel XV,Nissan,2011,45000.0,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,275000.0
343,Maruti Wagon R LXI,Maruti,2005,90000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,89000.0
344,Ford Figo Diesel Titanium,Ford,2010,90000.0,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,170000.0
345,Mahindra XUV300 W8 Option BSIV,Mahindra,2019,16500.0,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,5.0,1090000.0
346,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,2017,67000.0,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5.0,1100000.0
347,Maruti Swift VXI BSIV,Maruti,2018,52000.0,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,610000.0
348,Datsun GO T Option BSIV,Datsun,2016,40000.0,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5.0,335000.0
349,Hyundai Grand i10 Asta,Hyundai,2015,40000.0,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,434999.0
350,Toyota Fortuner 2.8 2WD MT BSIV,Toyota,2018,35000.0,Diesel,Individual,Manual,First Owner,14.24,2755.0,174.5,7.0,3000000.0
351,Renault KWID RXL,Renault,2018,13000.0,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,5.0,390000.0
352,Honda Brio 1.2 VX MT,Honda,2012,40000.0,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5.0,325000.0
353,Volkswagen Ameo 1.2 MPI Comfortline Plus,Volkswagen,2019,10000.0,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,640000.0
354,Nissan Sunny XV Special Edition,Nissan,2012,9000.0,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,5.0,450000.0
355,Toyota Etios Liva GD SP,Toyota,2013,70000.0,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,5.0,400000.0
356,Hyundai i10 Sportz,Hyundai,2009,60000.0,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5.0,215000.0
357,Renault Duster 85PS Diesel RxL,Renault,2014,40000.0,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5.0,570000.0
358,Mahindra XUV500 W8 2WD,Mahindra,2012,93000.0,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7.0,680000.0
359,Toyota Innova 2.5 V Diesel 7-seater,Toyota,2008,80000.0,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7.0,325000.0
360,Tata Indigo CS eGLX BS IV,Tata,2011,50000.0,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5.0,150000.0
361,Hyundai Elantra SX AT,Hyundai,2013,68000.0,Petrol,Dealer,Automatic,First Owner,14.5,1797.0,147.5,5.0,690000.0
362,Mercedes-Benz New C-Class 220 CDI AT,Mercedes-Benz,2013,25000.0,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5.0,1550000.0
363,Tata Nano STD,Tata,2012,18000.0,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.5,4.0,64000.0
364,Nissan Micra Diesel XL,Nissan,2013,120000.0,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,250000.0
365,Maruti Wagon R LXI,Maruti,2005,35000.0,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,65000.0
366,Maruti Swift Dzire VDI,Maruti,2016,60000.0,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,550000.0
367,Hyundai i10 Magna,Hyundai,2010,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5.0,140000.0
368,Renault KWID RXT,Renault,2016,30000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,300000.0
369,Volkswagen GTI 1.8 TSI,Volkswagen,2016,70000.0,Petrol,Individual,Automatic,First Owner,16.34,1798.0,189.3,5.0,800000.0
370,Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,9000.0,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,2625000.0
371,Lexus ES 300h,Lexus,2019,20000.0,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,5150000.0
372,Jaguar XF 2.0 Diesel Portfolio,Jaguar,2017,45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3200000.0
373,Tata Safari Storme EX,Tata,2015,110000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,503000.0
374,Volvo XC40 D4 Inscription BSIV,Volvo,2019,20000.0,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,3800000.0
375,Toyota Camry 2.5 Hybrid,Toyota,2016,68089.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,2000000.0
376,Maruti Wagon R LXI,Maruti,2013,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000.0
377,Maruti Baleno Alpha 1.3,Maruti,2018,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000.0
378,Honda Jazz VX,Honda,2016,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000.0
379,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,750000.0
